Function Name,Metric Name,Device,Suspicion Score,β_normal_pid_805580(%),β_abnormal_pid_842126(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal_pid_805580,μ_abnormal_pid_842126,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.030943,0.000800,0.000000,-0.000800,0.000000,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",process_gpu_usage,GPU 7,0.030943,0.000800,0.000000,-0.000800,0.000000,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
Memcpy HtoD (Pageable -> Device),gpu_pcie_transmit,GPU 7,0.029157,0.000357,0.001600,0.001243,23.251728,1.000000,1.000000,585233914.285714,481530100.000000,-103703814.285714,-0.181544,0.207580,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_mem_used,GPU 7,0.000000,0.000600,0.002500,0.001900,0.000000,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_sm_frequency,GPU 7,0.000000,0.000600,0.002500,0.001900,0.000000,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_frequency,GPU 7,0.000000,0.000600,0.002500,0.001900,0.000000,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_mem_frequency,GPU 7,0.000000,0.000600,0.002500,0.001900,0.000000,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.000000,0.000700,0.003000,0.002300,0.000000,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.000000,0.000700,0.003000,0.002300,0.000000,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.000000,0.000700,0.003000,0.002300,0.000000,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.000000,0.000700,0.003000,0.002300,0.000000,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
